establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
113837,0.0,,Isleta Linda,110120.11
350558,0.0,,El Impenetrable,2856.88
411159,0.0,,Isleta Linda,101373.93
425876,0.0,,Copo,136490.16
425879,0.0,,Isleta Linda,133103.54
445007,0.0,,Copo,134124.03
