establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
398643,0.0,,Sierra de San Javier,108886.76
398645,0.0,,Sierra de San Javier,40690.09
398646,0.0,,Sierra de San Javier,44714.09
398652,0.0,,Sierra de San Javier,44544.03
398654,0.0,,Sierra de San Javier,114391.05
768091,0.0,,El Rey,57467.31
834072,0.0,,Sierra de San Javier,26160.64
929286,0.0,,Sierra de San Javier,65598.24
