establecimiento,año,ha_bosque
754028,2000,623.9628333888007
754028,2001,630.5121270063858
754028,2002,639.4176469832859
754028,2003,635.8809080064511
754028,2004,609.4042753408614
754028,2005,111.8636076553412
754028,2006,94.36274133588022
754028,2007,72.8212300968905
754028,2008,44.91163470636106
754028,2009,49.477782530373936
754028,2010,43.30656898614628
754028,2011,43.469665966270284
754028,2012,49.18386594357963
754028,2013,66.96294895179922
754028,2014,77.03918920886429
754028,2015,86.99003884928348
754028,2016,90.38054871558055
754028,2017,96.96304019478588
754028,2018,85.05420000658187
754028,2019,68.61953778820602
754028,2020,45.808189803275404
754028,2021,44.23206541865337
754028,2022,53.632074052973714
755159,2000,193.48201440561152
755159,2001,180.31283128930306
755159,2002,168.30460296760108
755159,2003,169.91407958275929
755159,2004,78.23443103182917
755159,2005,69.86084901810004
755159,2006,16.463621710659854
755159,2007,17.015442474820002
755159,2008,10.999362848307323
755159,2009,10.898886580092517
755159,2010,10.866745544888397
755159,2011,11.472357434488966
755159,2012,12.102977374674513
755159,2013,11.314653735758498
755159,2014,12.769772035007888
755159,2015,14.881799156063352
755159,2016,14.115765501278194
755159,2017,13.546949656671305
755159,2018,13.715733649998128
755159,2019,13.766449062930882
755159,2020,12.985855989798793
755159,2021,11.551127325846393
755159,2022,11.820083129978594
767801,2000,491.69495589807843
767801,2001,491.21932683553064
767801,2002,490.83944598769244
767801,2003,493.86565227924416
767801,2004,494.4707997093288
767801,2005,494.25885675352805
767801,2006,496.730549631539
767801,2007,496.8374238463398
767801,2008,496.41510295271337
767801,2009,495.80364371208634
767801,2010,496.42224313151036
767801,2011,496.15448660350125
767801,2012,496.5964616805491
767801,2013,496.21525442169786
767801,2014,486.2502311899942
767801,2015,467.68880116091276
767801,2016,465.11610771647133
767801,2017,466.52104533930753
767801,2018,464.86830974920525
767801,2019,463.96823131237556
767801,2020,484.93476187437784
767801,2021,492.29582114116596
767801,2022,490.78692993113793
792007,2000,1.0773060401348038
792007,2001,0.042931657403684126
792007,2002,0.0
792007,2003,0.0
792007,2004,0.0
792007,2005,0.0
792007,2006,0.0
792007,2007,0.0
792007,2008,0.0
792007,2009,0.0
792007,2010,0.0
792007,2011,0.0
792007,2012,0.0
792007,2013,0.0
792007,2014,0.0
792007,2015,0.0
792007,2016,0.0
792007,2017,0.0
792007,2018,0.0
792007,2019,0.0
792007,2020,0.0
792007,2021,0.0
792007,2022,0.0
792008,2000,5.1607413527066095
792008,2001,7.8656196345310665
792008,2002,6.134919494796456
792008,2003,0.7235184309895829
792008,2004,0.9003856697591144
