establecimiento,año,ha_perdida,ha_perdida_2001_2023,ha_perdida_2020_2023
868554,2008,50.84460651348042,85.55,0.0
868554,2009,1.1097405162616805,85.55,0.0
868554,2010,24.58828789256376,85.55,0.0
868554,2011,0.0,85.55,0.0
868554,2012,0.0,85.55,0.0
868554,2013,0.0,85.55,0.0
868554,2014,0.0,85.55,0.0
868554,2015,0.0,85.55,0.0
868554,2016,0.0,85.55,0.0
868554,2017,0.0,85.55,0.0
868554,2018,0.0,85.55,0.0
868554,2019,0.0,85.55,0.0
868554,2020,0.0,85.55,0.0
868554,2021,0.0,85.55,0.0
868554,2022,0.0,85.55,0.0
868554,2023,0.0,85.55,0.0
875544,2001,0.0,5.12,0.0
875544,2002,0.0,5.12,0.0
875544,2003,3.70007485961914,5.12,0.0
875544,2004,0.0,5.12,0.0
875544,2005,0.6298312561035156,5.12,0.0
875544,2006,0.0,5.12,0.0
875544,2007,0.0,5.12,0.0
875544,2008,0.0,5.12,0.0
875544,2009,0.0,5.12,0.0
875544,2010,0.0,5.12,0.0
875544,2011,0.0,5.12,0.0
875544,2012,0.0,5.12,0.0
875544,2013,0.3936244262695312,5.12,0.0
875544,2014,0.0,5.12,0.0
875544,2015,0.0,5.12,0.0
875544,2016,0.0,5.12,0.0
875544,2017,0.0,5.12,0.0
875544,2018,0.39362542114257815,5.12,0.0
875544,2019,0.0,5.12,0.0
875544,2020,0.0,5.12,0.0
875544,2021,0.0,5.12,0.0
875544,2022,0.0,5.12,0.0
875544,2023,0.0,5.12,0.0
877228,2001,0.0,0.16,0.0
877228,2002,0.0,0.16,0.0
877228,2003,0.0,0.16,0.0
877228,2004,0.0,0.16,0.0
877228,2005,0.0,0.16,0.0
877228,2006,0.0,0.16,0.0
877228,2007,0.0,0.16,0.0
877228,2008,0.15739285888671875,0.16,0.0
877228,2009,0.0,0.16,0.0
877228,2010,0.0,0.16,0.0
877228,2011,0.0,0.16,0.0
877228,2012,0.0,0.16,0.0
877228,2013,0.0,0.16,0.0
877228,2014,0.0,0.16,0.0
877228,2015,0.0,0.16,0.0
877228,2016,0.0,0.16,0.0
877228,2017,0.0,0.16,0.0
877228,2018,0.0,0.16,0.0
877228,2019,0.0,0.16,0.0
877228,2020,0.0,0.16,0.0
877228,2021,0.0,0.16,0.0
877228,2022,0.0,0.16,0.0
877228,2023,0.0,0.16,0.0
881131,2001,0.0,483.32,0.0
881131,2002,0.0,483.32,0.0
881131,2003,2.6165718007525287,483.32,0.0
881131,2004,39.61750775129732,483.32,0.0
881131,2005,391.73377859886745,483.32,0.0
881131,2006,0.39273706435259653,483.32,0.0
881131,2007,0.6345532521206725,483.32,0.0
881131,2008,19.92353024792237,483.32,0.0
881131,2009,0.0,483.32,0.0
881131,2010,0.0,483.32,0.0
881131,2011,0.0,483.32,0.0
881131,2012,0.0,483.32,0.0
881131,2013,0.4731114135742187,483.32,0.0
881131,2014,0.0,483.32,0.0
881131,2015,0.0,483.32,0.0
881131,2016,27.49338781927369,483.32,0.0
881131,2017,0.39424610595703125,483.32,0.0
881131,2018,0.03680463338216146,483.32,0.0
881131,2019,0.0,483.32,0.0
881131,2020,0.0,483.32,0.0
881131,2021,0.0,483.32,0.0
881131,2022,0.0,483.32,0.0
881131,2023,0.0,483.32,0.0
