establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
726934,0.0,,Quebrada de Cafayate,80707.84
726935,0.0,,Quebrada de Cafayate,79195.75
771008,0.0,,Inversora Juramento,104672.5
784851,0.0,,Inversora Juramento,101079.24
784852,0.0,,Inversora Juramento,104697.75
