establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
593389,0.0,,Isleta Linda,116733.65
607806,0.0,,Isleta Linda,108822.59
688105,0.0,,Isleta Linda,112717.15
732322,0.0,,Isleta Linda,102867.07
877290,0.0,,Isleta Linda,110646.07
937323,0.0,,Isleta Linda,114623.18
949798,0.0,,Los Sosa,153860.63
957341,0.0,,Isleta Linda,99674.26
957342,0.0,,Isleta Linda,122538.41
957343,0.0,,Isleta Linda,120343.58
957344,0.0,,Isleta Linda,142278.24
