establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
546776,0.0,,Isleta Linda,166673.87
803144,0.0,,Isleta Linda,123561.02
805232,0.0,,Bañados del Río Dulce y Laguna de Mar Chiquita,159453.12
819872,0.0,,Isleta Linda,157033.91
860474,0.0,,Isleta Linda,92164.98
860475,0.0,,Isleta Linda,94495.15
860476,0.0,,Isleta Linda,92989.18
867128,0.0,,Isleta Linda,142732.19
