establecimiento,año,ha_bosque
546776,2000,379.87258749623953
546776,2001,331.73955809946284
546776,2002,315.2111799176639
546776,2003,310.3306433090643
546776,2004,405.6051762087079
546776,2005,273.8496668773703
546776,2006,181.4437082610008
546776,2007,106.10011711734593
546776,2008,96.69701578067594
546776,2009,215.8904069362267
546776,2010,321.36619365392426
546776,2011,362.0143491420593
546776,2012,236.2945187090715
546776,2013,146.4770243607098
546776,2014,153.10388350255468
546776,2015,202.67038566800974
546776,2016,208.58975812310797
546776,2017,60.03376820128184
546776,2018,24.217077243317284
546776,2019,24.872889966203296
546776,2020,27.058024142803134
546776,2021,27.346326862194623
546776,2022,26.55693769533646
803144,2000,794.3309624850256
803144,2001,869.2022852264455
803144,2002,829.6080705088845
803144,2003,576.9675939415218
803144,2004,101.32641821667224
803144,2005,81.74722096557588
803144,2006,54.81384266682927
803144,2007,53.24138957253833
803144,2008,38.13113966859118
803144,2009,36.94668433452548
803144,2010,35.50176668947719
803144,2011,39.30534428509884
803144,2012,42.6559312544999
803144,2013,46.968973067985864
803144,2014,43.01131879121659
803144,2015,50.62260928883261
803144,2016,55.96725579841161
803144,2017,55.28165385220396
803144,2018,52.720862423861554
803144,2019,51.39657793471382
803144,2020,51.48987466595806
803144,2021,50.364605620523996
803144,2022,41.91027777709966
805232,2000,638.3320914284105
805232,2001,639.437959742404
805232,2002,640.4540302944012
805232,2003,641.4063970691839
805232,2004,646.3441755054631
805232,2005,645.5467329872487
805232,2006,649.3847457031939
805232,2007,648.1553603176669
805232,2008,648.0683795520943
805232,2009,645.9678743236071
805232,2010,649.7569852828648
805232,2011,652.8255054699675
805232,2012,649.722321890698
805232,2013,649.0909147862059
805232,2014,649.0120223667723
805232,2015,648.7913202583306
805232,2016,645.139121304258
805232,2017,608.4900447977516
805232,2018,608.4111096170876
805232,2019,644.9764428020367
805232,2020,648.9008517258551
805232,2021,647.990537516416
805232,2022,647.0080916573522
819872,2000,590.8099297144547
819872,2001,563.7072583845166
819872,2002,563.7863114179639
819872,2003,532.040570954475
819872,2004,475.6236779120333
819872,2005,435.3256959590247
819872,2006,439.6377998911007
819872,2007,455.1180212408627
819872,2008,452.1780366895311
819872,2009,506.01504990194366
819872,2010,535.0653171211561
819872,2011,552.9971073523001
819872,2012,400.0693715501586
819872,2013,395.97107246008534
819872,2014,399.852616197136
819872,2015,396.92079193130553
819872,2016,388.95838314449327
819872,2017,374.9513271605328
819872,2018,375.4348900633169
819872,2019,389.16526678072796
819872,2020,395.2476899334943
819872,2021,391.71108709155385
819872,2022,319.2861002525475
860474,2000,0.0
860474,2001,0.0
860474,2002,0.0
860474,2003,0.0
860474,2004,0.0
860474,2005,0.0
860474,2006,0.0
860474,2007,0.0
860474,2008,0.0
860474,2009,0.0
860474,2010,0.0
860474,2011,0.0
860474,2012,0.0
860474,2013,0.0
860474,2014,0.0
860474,2015,0.0
860474,2016,0.0
860474,2017,0.0
860474,2018,0.0
860474,2019,0.0
860474,2020,0.0
860474,2021,0.0
860474,2022,0.0
860475,2000,0.0
860475,2001,0.0
860475,2002,0.0
860475,2003,0.0
860475,2004,0.0
860475,2005,0.0
860475,2006,0.0
860475,2007,0.0
860475,2008,0.0
860475,2009,0.0
860475,2010,0.0
860475,2011,0.0
860475,2012,0.0
860475,2013,0.0
860475,2014,0.0
860475,2015,0.0009229004624310661
860475,2016,0.9207361520565258
860475,2017,0.36946417695886946
860475,2018,0.43529117958218444
860475,2019,1.9414314607747394
860475,2020,0.0
860475,2021,0.0
860475,2022,0.0
860476,2000,0.0
860476,2001,0.0
860476,2002,0.0
860476,2003,0.0
860476,2004,0.0
860476,2005,0.0
860476,2006,0.0
860476,2007,0.0
860476,2008,0.0
860476,2009,0.0
860476,2010,0.0
860476,2011,0.0
860476,2012,0.0
860476,2013,0.0
860476,2014,0.0
860476,2015,0.0
860476,2016,0.650022635569853
860476,2017,0.514357950295841
860476,2018,0.493130966868681
860476,2019,0.0
860476,2020,0.0
860476,2021,0.0
860476,2022,0.0
867128,2000,316.97590842828686
867128,2001,351.9616348235031
867128,2002,358.2583794367081
867128,2003,282.4729281596815
867128,2004,252.25812032789
867128,2005,243.33406194264143
867128,2006,237.97827563857155
867128,2007,233.231311601802
867128,2008,221.67461652054075
867128,2009,215.62578282788994
867128,2010,232.40936413105084
867128,2011,239.81619621438338
867128,2012,262.6074360688561
867128,2013,270.9677046318016
867128,2014,263.97165171609214
867128,2015,272.13399323653806
867128,2016,275.0043453917022
867128,2017,272.7195922319474
867128,2018,270.3154148686657
867128,2019,270.3699529320559
867128,2020,235.53468122881708
867128,2021,226.82899206372943
867128,2022,218.43008713771368
