establecimiento,año,ha_perdida
629442,2013,0.1605422119140625
629442,2014,0.0
629442,2015,2.8896603088378905
629442,2016,0.48158807373046875
629442,2017,0.4816169067382813
629442,2018,0.0
629442,2019,0.0
629442,2020,0.8026519409179687
629442,2021,0.0
629442,2022,0.0
629442,2023,0.1605238525390625
629461,2001,0.0
629461,2002,0.0
629461,2003,8.821093260234765
629461,2004,4.940759185719209
629461,2005,0.0
629461,2006,0.19705090904086242
629461,2007,581.1341249544571
629461,2008,209.58486783605443
629461,2009,1.3476737612256815
629461,2010,0.0
629461,2011,41.93911462222813
629461,2012,0.0
629461,2013,0.0
629461,2014,0.0
629461,2015,0.0
629461,2016,0.0
629461,2017,0.0
629461,2018,0.060325073529411764
629461,2019,0.0
629461,2020,0.0
629461,2021,0.0
629461,2022,0.0
629461,2023,0.0
657906,2001,10.980521816119015
657906,2002,0.0
657906,2003,0.08458342222924325
657906,2004,7.5068355275112975
657906,2005,207.72057904292149
657906,2006,15.419746376977079
657906,2007,42.13159995394833
657906,2008,59.77330978798094
657906,2009,0.0
657906,2010,0.0
657906,2011,262.2901769102773
657906,2012,19.58932958163392
657906,2013,0.37266895065008426
657906,2014,0.0
657906,2015,0.0
657906,2016,0.0
657906,2017,0.0
657906,2018,0.0
657906,2019,0.18741025270948225
657906,2020,0.36193341940487134
657906,2021,0.0
657906,2022,0.0
657906,2023,0.0
675950,2001,38.26626109008799
675950,2002,0.0
675950,2003,85.65990854796172
675950,2004,72.43652053955039
675950,2005,78.83681095001846
675950,2006,0.0
675950,2007,111.89135611902523
675950,2008,3.682067877197263
675950,2009,54.23540713381318
675950,2010,8.188405319082213
675950,2011,32.94450953117831
675950,2012,91.25767280883831
675950,2013,0.16010223999023437
675950,2014,0.08004843139648438
675950,2015,0.0
675950,2016,0.0
675950,2017,0.0800482421875
675950,2018,0.0
675950,2019,0.0
675950,2020,0.0
675950,2021,5.123541723632813
675950,2022,0.0
675950,2023,4.723575421142577
827998,2001,28.209841406130387
827998,2002,0.0
827998,2003,3.814380356469245
827998,2004,118.37021563835572
827998,2005,2.0018311523437506
827998,2006,12.732657238769523
827998,2007,23.49260611297008
827998,2008,31.342996654268163
827998,2009,1.841784887695313
827998,2010,3.6032863281249994
827998,2011,33.29255076868397
827998,2012,137.49769506917332
827998,2013,1.125431352156097
827998,2014,0.35202833182540594
827998,2015,0.09013152044558058
827998,2016,0.0
827998,2017,0.0
827998,2018,0.08949783253389247
827998,2019,31.266687386785783
827998,2020,2.1837224735993033
827998,2021,0.6003553674077055
827998,2022,0.0
827998,2023,0.0
828023,2001,0.0
828023,2002,0.40092241821289065
828023,2003,1.7624963074927245
828023,2004,11.506572722167956
828023,2005,1.070712484920726
828023,2006,0.0
828023,2007,0.5216749826947381
828023,2008,2.0045829284667964
828023,2009,0.0
828023,2010,0.0
828023,2011,3.268027134985829
828023,2012,10.186494686303226
828023,2013,0.7216710815429688
828023,2014,0.0
828023,2015,0.6414895935058594
828023,2016,0.4811446655273437
828023,2017,0.0
828023,2018,0.0
828023,2019,92.42716986000192
828023,2020,454.2658967729284
828023,2021,2.366266226136451
828023,2022,0.0
828023,2023,0.0
846358,2001,0.0
846358,2002,0.0
846358,2003,0.0
846358,2004,0.39587702864104624
846358,2005,8.434233957926432
846358,2006,0.0
846358,2007,0.0
846358,2008,0.0
846358,2009,0.0
846358,2010,0.11289271592084099
846358,2011,10.289541014859063
846358,2012,0.9504978987630209
846358,2013,322.5769457249541
846358,2014,0.0
846358,2015,0.16035468749999998
846358,2016,0.0
846358,2017,0.0
846358,2018,0.0
846358,2019,0.0
846358,2020,24.076051441219562
846358,2021,6.414781231689456
