establecimiento,año,ha_bosque
457780,2000,1612.6678369560384
457780,2001,1124.183771681256
457780,2002,1003.5540043350485
457780,2003,325.72691317733035
457780,2004,332.8513905392242
457780,2005,301.70759815561684
457780,2006,287.9398900369788
457780,2007,262.37622958292474
457780,2008,222.4091439207262
457780,2009,233.4247836645232
457780,2010,247.39958161393307
457780,2011,230.1719872558546
457780,2012,230.95357850590227
457780,2013,290.77372420170946
457780,2014,311.4301700525214
457780,2015,342.7008555570601
457780,2016,355.67549713820785
457780,2017,352.17802539607226
457780,2018,291.9530661538042
457780,2019,271.9891570439076
457780,2020,259.1235249438451
457780,2021,267.43568971126564
457780,2022,312.2591454018077
457782,2000,393.9052447449923
457782,2001,390.3346301198668
457782,2002,362.25090963850414
457782,2003,175.46422647970562
457782,2004,95.38989664483778
457782,2005,89.71008884547865
457782,2006,90.05055147937303
457782,2007,86.6966198341764
457782,2008,87.27850505342424
457782,2009,88.41055305680864
457782,2010,91.32125037880125
457782,2011,94.61120172305846
457782,2012,52.64549018664792
457782,2013,11.334020010076793
457782,2014,12.254438119423082
457782,2015,12.046708972335532
457782,2016,9.898345730004406
457782,2017,9.474916859298407
457782,2018,9.58274624954523
457782,2019,8.898030201272405
457782,2020,9.30169565587661
457782,2021,8.746498699113436
457782,2022,6.573583918289489
457784,2000,350.6988043980082
457784,2001,353.72562630823927
457784,2002,299.76316410292725
457784,2003,206.0204839507947
457784,2004,103.8840149264465
457784,2005,69.53885828582146
457784,2006,72.57110960039913
457784,2007,81.08910908914001
457784,2008,67.07791573153597
457784,2009,69.78704511194545
457784,2010,84.6415524382705
457784,2011,87.50531031738265
457784,2012,23.702911378939742
457784,2013,1.0419225463867188
457784,2014,0.08359292829924939
457784,2015,0.15367271405388327
457784,2016,0.08359292829924939
457784,2017,0.0
457784,2018,0.0
457784,2019,0.0006285182578890931
457784,2020,0.0006285182578890931
457784,2021,0.07070830401252298
457784,2022,0.0006285182578890931
629421,2000,3294.053691611795
629421,2001,3283.0550632105383
629421,2002,3290.073622707402
629421,2003,3011.3586994521884
629421,2004,3013.0982089950085
629421,2005,3169.428556906026
629421,2006,3169.6815891638057
629421,2007,3302.1527738827335
629421,2008,3173.7313540130367
629421,2009,3243.1156212456376
629421,2010,3108.801962788656
629421,2011,2964.90528015666
629421,2012,2971.114958433501
629421,2013,2990.7443893819623
629421,2014,2991.1814201044212
629421,2015,3004.7619033068136
629421,2016,2977.1490801035907
629421,2017,2958.767490931522
629421,2018,2944.597348456542
629421,2019,2946.0006049092094
629421,2020,2946.6270297443903
629421,2021,2944.5316658577703
629421,2022,2891.1705285027533
629442,2000,2534.002235882954
629442,2001,2120.3540049209973
629442,2002,1894.8425811982108
629442,2003,1386.550412309706
629442,2004,1313.2563497953352
629442,2005,826.1841675730711
629442,2006,431.88616533494667
629442,2007,370.92098752763957
629442,2008,314.4345309744978
