establecimiento,año,ha_perdida,ha_perdida_2001_2023,ha_perdida_2020_2023
612275,2001,1.0222481625545725,6.86,0.0
612275,2002,0.0,6.86,0.0
612275,2003,0.07013140012254902,6.86,0.0
612275,2004,0.0,6.86,0.0
612275,2005,5.269296356201168,6.86,0.0
612275,2006,0.0,6.86,0.0
612275,2007,0.0,6.86,0.0
612275,2008,0.14746986277860752,6.86,0.0
612275,2009,0.0,6.86,0.0
612275,2010,0.0,6.86,0.0
612275,2011,0.01596782958984375,6.86,0.0
612275,2012,0.3343820177743949,6.86,0.0
612275,2013,0.0,6.86,0.0
612275,2014,0.0,6.86,0.0
612275,2015,0.0,6.86,0.0
612275,2016,0.0,6.86,0.0
612275,2017,0.0,6.86,0.0
612275,2018,0.0,6.86,0.0
612275,2019,0.0,6.86,0.0
612275,2020,0.0,6.86,0.0
612275,2021,0.0,6.86,0.0
612275,2022,0.0,6.86,0.0
612275,2023,0.0,6.86,0.0
801833,2001,1.0511104651357617,1.13,0.0
801833,2002,0.0,1.13,0.0
801833,2003,0.07989331665039062,1.13,0.0
801833,2004,0.0,1.13,0.0
801833,2005,0.0,1.13,0.0
801833,2006,0.0,1.13,0.0
801833,2007,0.0,1.13,0.0
801833,2008,0.0,1.13,0.0
801833,2009,0.0,1.13,0.0
801833,2010,0.0,1.13,0.0
801833,2011,0.0,1.13,0.0
801833,2012,0.0034463299201516542,1.13,0.0
801833,2013,0.0,1.13,0.0
801833,2014,0.0,1.13,0.0
801833,2015,0.0,1.13,0.0
801833,2016,0.0,1.13,0.0
801833,2017,0.0,1.13,0.0
801833,2018,0.0,1.13,0.0
801833,2019,0.0,1.13,0.0
801833,2020,0.0,1.13,0.0
801833,2021,0.0,1.13,0.0
801833,2022,0.0,1.13,0.0
801833,2023,0.0,1.13,0.0
801834,2001,2.510098393219593,2.67,0.0
801834,2002,0.0,2.67,0.0
801834,2003,0.0,2.67,0.0
801834,2004,0.16074028083352482,2.67,0.0
801834,2005,0.0,2.67,0.0
801834,2006,0.0,2.67,0.0
801834,2007,0.0,2.67,0.0
801834,2008,0.0,2.67,0.0
801834,2009,0.0,2.67,0.0
801834,2010,0.0,2.67,0.0
801834,2011,0.0,2.67,0.0
801834,2012,0.0,2.67,0.0
801834,2013,0.0,2.67,0.0
801834,2014,0.0,2.67,0.0
801834,2015,0.0,2.67,0.0
801834,2016,0.0,2.67,0.0
801834,2017,0.0,2.67,0.0
801834,2018,0.0,2.67,0.0
801834,2019,0.0,2.67,0.0
801834,2020,0.0,2.67,0.0
801834,2021,0.0,2.67,0.0
801834,2022,0.0,2.67,0.0
801834,2023,0.0,2.67,0.0
801836,2001,0.0,0.16,0.0
801836,2002,0.0,0.16,0.0
801836,2003,0.0,0.16,0.0
801836,2004,0.0,0.16,0.0
801836,2005,0.0,0.16,0.0
801836,2006,0.0,0.16,0.0
801836,2007,0.0,0.16,0.0
801836,2008,0.0,0.16,0.0
801836,2009,0.0,0.16,0.0
801836,2010,0.0,0.16,0.0
801836,2011,0.0,0.16,0.0
801836,2012,0.15979561157226563,0.16,0.0
801836,2013,0.0,0.16,0.0
801836,2014,0.0,0.16,0.0
801836,2015,0.0,0.16,0.0
801836,2016,0.0,0.16,0.0
801836,2017,0.0,0.16,0.0
801836,2018,0.0,0.16,0.0
801836,2019,0.0,0.16,0.0
801836,2020,0.0,0.16,0.0
801836,2021,0.0,0.16,0.0
801836,2022,0.0,0.16,0.0
801836,2023,0.0,0.16,0.0
833842,2001,2.9801943508731616,160.33,1.84
833842,2002,0.0,160.33,1.84
833842,2003,0.0,160.33,1.84
833842,2004,0.0,160.33,1.84
833842,2005,0.3706818300972733,160.33,1.84
833842,2006,6.397082592773437,160.33,1.84
833842,2007,37.42274022216817,160.33,1.84
833842,2008,63.39864375966951,160.33,1.84
833842,2009,0.0,160.33,1.84
833842,2010,0.2399091552734375,160.33,1.84
833842,2011,28.080546891371736,160.33,1.84
833842,2012,15.83103445025275,160.33,1.84
833842,2013,0.23991045532226563,160.33,1.84
833842,2014,2.318893585205078,160.33,1.84
833842,2015,0.0,160.33,1.84
833842,2016,0.018815834673713235,160.33,1.84
833842,2017,0.0,160.33,1.84
833842,2018,0.9495892249731925,160.33,1.84
833842,2019,0.239909716796875,160.33,1.84
833842,2020,0.7876682043217677,160.33,1.84
833842,2021,0.7528986996400122,160.33,1.84
