establecimiento,año,ha_bosque
671193,2000,24.282973150563038
671193,2001,12.709488783174391
671193,2002,5.600299051370055
671193,2003,5.969023015471809
671193,2004,6.044936685647401
671193,2005,5.224692151022516
671193,2006,8.545273403057022
671193,2007,3.388030937356388
671193,2008,3.040653985595704
671193,2009,5.041130187988277
671193,2010,4.400957910156247
671193,2011,9.776033743968304
671193,2012,9.115811932732088
671193,2013,12.421387290805024
671193,2014,7.015236990392345
671193,2015,7.115372735954732
671193,2016,8.215872312729783
671193,2017,7.095298623693129
671193,2018,7.466519135024127
671193,2019,8.779745336698651
671193,2020,11.67044038538319
671193,2021,12.386217466586274
671193,2022,12.95856315908397
765759,2000,332.14556789053046
765759,2001,354.3217834935352
765759,2002,345.7079801394246
765759,2003,335.57206421661994
765759,2004,314.4241945611426
765759,2005,265.32308674972137
765759,2006,249.98558487050894
765759,2007,239.10017800106175
765759,2008,225.52185876187102
765759,2009,244.26791771204174
765759,2010,237.86984263262514
765759,2011,248.01140438801932
765759,2012,244.92284918174457
765759,2013,247.5167804122847
765759,2014,235.78514773265135
765759,2015,226.56616886141845
765759,2016,221.3047514159917
765759,2017,218.39559260435814
765759,2018,223.9814012380079
765759,2019,250.41987622429244
765759,2020,253.60879828048314
765759,2021,256.1044864446413
765759,2022,249.30678874856306
792915,2000,110.99076323708913
792915,2001,115.2600744354126
792915,2002,115.94212655840687
792915,2003,111.09129668746634
792915,2004,109.34711714544541
792915,2005,107.03148393621696
792915,2006,107.98971569280874
792915,2007,108.30499124293895
792915,2008,103.96991874853998
792915,2009,108.86273306463495
792915,2010,106.03443408272534
792915,2011,108.7703321012847
792915,2012,109.4172922300091
792915,2013,108.93789567009408
792915,2014,111.81165335877644
792915,2015,110.2402498915487
792915,2016,109.29554115365997
792915,2017,106.60913008686133
792915,2018,110.3480329845711
792915,2019,110.72754245397212
792915,2020,112.98688838031826
792915,2021,109.69456248961187
792915,2022,107.27897880148484
964705,2000,1.4631287537817863
964705,2001,2.1161948866900264
964705,2002,1.5403564299699368
964705,2003,1.6565162901395907
964705,2004,1.286976535788143
964705,2005,0.8141326574946385
964705,2006,0.6901125576842064
964705,2007,0.778340197610294
964705,2008,0.4229154653272441
964705,2009,0.3949744306257659
964705,2010,0.3149126325300628
964705,2011,0.6376742468261718
964705,2012,0.5378287941607307
964705,2013,0.8439597684493718
964705,2014,0.6392449955480239
964705,2015,0.4671858579867494
964705,2016,0.4558844611672794
964705,2017,0.12496483264399509
964705,2018,0.34882808675130206
964705,2019,0.48007562748927696
964705,2020,0.6383168514715457
964705,2021,0.4430288985906862
964705,2022,0.37363928935929835
964714,2000,76.2942391327258
964714,2001,77.88861030127386
964714,2002,77.98718515663249
964714,2003,78.1425687174235
964714,2004,78.02296182672191
964714,2005,77.41773353989498
964714,2006,77.15906883769867
964714,2007,69.97573108676043
964714,2008,61.53693327303975
964714,2009,63.62508514258245
964714,2010,74.79212964676144
964714,2011,74.04785524674898
964714,2012,56.72411996605936
964714,2013,29.70335232553509
964714,2014,25.92603684745032
964714,2015,19.427028601361403
964714,2016,17.942222224264675
964714,2017,9.339290211301316
964714,2018,6.209772834400851
964714,2019,6.14636027030197
964714,2020,6.115914810192633
964714,2021,6.419795392276541
964714,2022,6.569535861816408
