establecimiento,año,ha_perdida,ha_perdida_2001_2023,ha_perdida_2020_2023
671193,2001,3.3003539962948065,50.1,0.0
671193,2002,0.0,50.1,0.0
671193,2003,20.380855598359997,50.1,0.0
671193,2004,2.9605862182617204,50.1,0.0
671193,2005,5.760195056224151,50.1,0.0
671193,2006,0.0,50.1,0.0
671193,2007,0.039849760957605694,50.1,0.0
671193,2008,0.080017578125,50.1,0.0
671193,2009,0.0,50.1,0.0
671193,2010,0.0,50.1,0.0
671193,2011,17.29437430283488,50.1,0.0
671193,2012,0.0,50.1,0.0
671193,2013,0.0,50.1,0.0
671193,2014,0.2886851237936581,50.1,0.0
671193,2015,0.0,50.1,0.0
671193,2016,0.0,50.1,0.0
671193,2017,0.0,50.1,0.0
671193,2018,0.0,50.1,0.0
671193,2019,0.0,50.1,0.0
671193,2020,0.0,50.1,0.0
671193,2021,0.0,50.1,0.0
671193,2022,0.0,50.1,0.0
671193,2023,0.0,50.1,0.0
765759,2001,0.7438056757908241,87.71,6.19
765759,2002,0.1597862548828125,87.71,6.19
765759,2003,0.0,87.71,6.19
765759,2004,30.00484281328982,87.71,6.19
765759,2005,1.0385797424316405,87.71,6.19
765759,2006,0.31957381591796874,87.71,6.19
765759,2007,0.0,87.71,6.19
765759,2008,21.57196471624639,87.71,6.19
765759,2009,2.0308939249435123,87.71,6.19
765759,2010,9.876805691229128,87.71,6.19
765759,2011,0.23967245483398442,87.71,6.19
765759,2012,13.45489500686949,87.71,6.19
765759,2013,0.07989256591796876,87.71,6.19
765759,2014,0.07988938598632812,87.71,6.19
765759,2015,0.3195588439941406,87.71,6.19
765759,2016,0.0,87.71,6.19
765759,2017,1.5977174499511717,87.71,6.19
765759,2018,0.0,87.71,6.19
765759,2019,0.0,87.71,6.19
765759,2020,0.0,87.71,6.19
765759,2021,0.0053255843098958325,87.71,6.19
765759,2022,2.396532855224609,87.71,6.19
765759,2023,3.78811439292758,87.71,6.19
792915,2001,0.079851904296875,1.74,0.0
792915,2002,0.0,1.74,0.0
792915,2003,0.0,1.74,0.0
792915,2004,0.0,1.74,0.0
792915,2005,0.0,1.74,0.0
792915,2006,0.0,1.74,0.0
792915,2007,0.0,1.74,0.0
792915,2008,0.0,1.74,0.0
792915,2009,0.0,1.74,0.0
792915,2010,0.0,1.74,0.0
792915,2011,0.0,1.74,0.0
792915,2012,1.2575656085564109,1.74,0.0
792915,2013,0.0,1.74,0.0
792915,2014,0.39926609497070314,1.74,0.0
792915,2015,0.0,1.74,0.0
792915,2016,0.0,1.74,0.0
792915,2017,0.0,1.74,0.0
792915,2018,0.0,1.74,0.0
792915,2019,0.0,1.74,0.0
792915,2020,0.0,1.74,0.0
792915,2021,0.0,1.74,0.0
792915,2022,0.0,1.74,0.0
792915,2023,0.0,1.74,0.0
964705,2001,0.0,0.39,0.0
964705,2002,0.0,0.39,0.0
964705,2003,0.0,0.39,0.0
964705,2004,0.0,0.39,0.0
964705,2005,0.0,0.39,0.0
964705,2006,0.0,0.39,0.0
964705,2007,0.0,0.39,0.0
964705,2008,0.1981209782379749,0.39,0.0
964705,2009,0.0,0.39,0.0
964705,2010,0.0,0.39,0.0
964705,2011,0.13878088158700977,0.39,0.0
964705,2012,0.05023485370710785,0.39,0.0
964705,2013,0.0,0.39,0.0
964705,2014,0.0,0.39,0.0
964705,2015,0.0,0.39,0.0
964705,2016,0.0,0.39,0.0
964705,2017,0.0015698384363511029,0.39,0.0
964705,2018,0.0,0.39,0.0
964705,2019,0.0,0.39,0.0
964705,2020,0.0,0.39,0.0
964705,2021,0.0,0.39,0.0
964705,2022,0.0,0.39,0.0
964705,2023,0.0,0.39,0.0
964714,2001,0.05681710774739584,62.75,0.0
964714,2002,0.0,62.75,0.0
964714,2003,0.0,62.75,0.0
964714,2004,0.0,62.75,0.0
964714,2005,0.08193387762331494,62.75,0.0
964714,2006,0.0,62.75,0.0
964714,2007,0.0,62.75,0.0
964714,2008,1.8429928040268841,62.75,0.0
964714,2009,0.0,62.75,0.0
964714,2010,0.0,62.75,0.0
964714,2011,5.027598218611175,62.75,0.0
964714,2012,22.279410077718126,62.75,0.0
964714,2013,22.813881091308552,62.75,0.0
964714,2014,0.5603371520996093,62.75,0.0
964714,2015,0.08004843139648438,62.75,0.0
964714,2016,0.0,62.75,0.0
964714,2017,6.644066595458984,62.75,0.0
964714,2018,3.282075476074218,62.75,0.0
964714,2019,0.08005009765625,62.75,0.0
964714,2020,0.0,62.75,0.0
964714,2021,0.0,62.75,0.0
964714,2022,0.0,62.75,0.0
964714,2023,0.0,62.75,0.0
