establecimiento,km2_protegidos_dentro,nombres_WDPA_intersectan,wdpa_mas_cercana,distancia_mas_cercana_m
671193,0.0,,Pampa del Indio,97759.46
765759,0.0,,Pampa del Indio,99711.99
792915,0.0,,Pampa del Indio,103953.75
964705,0.0,,Pampa del Indio,91033.72
964714,0.0,,Pampa del Indio,93521.92
