establecimiento,año,ha_bosque
444863,2000,0.0
444863,2001,0.0
444863,2002,0.0
444863,2003,0.0
444863,2004,0.0
444863,2005,0.0
444863,2006,0.0
444863,2007,0.0
444863,2008,0.0
444863,2009,0.0
444863,2010,0.0
444863,2011,0.0
444863,2012,0.0
444863,2013,0.0
444863,2014,0.0
444863,2015,0.0
444863,2016,0.0
444863,2017,0.0
444863,2018,0.0
444863,2019,0.0
444863,2020,0.0
444863,2021,0.0
444863,2022,0.0
444864,2000,0.0
444864,2001,0.0
444864,2002,0.0
444864,2003,0.0
444864,2004,0.6938165552475872
444864,2005,0.6074618896484375
444864,2006,0.6074618896484375
444864,2007,0.0
444864,2008,0.0
444864,2009,0.075932763671875
444864,2010,0.075932763671875
444864,2011,0.075932763671875
444864,2012,0.3037308349609375
444864,2013,0.3037308349609375
444864,2014,0.1518657470703125
444864,2015,0.1518657470703125
444864,2016,0.075932763671875
444864,2017,0.2277980712890625
444864,2018,0.3796635986328125
444864,2019,0.45559636230468753
444864,2020,0.45559636230468753
444864,2021,0.486862068086512
444864,2022,0.486862068086512
632624,2000,37.55929058959966
632624,2001,37.63604544189459
632624,2002,37.5054189351161
632624,2003,35.8942876862889
632624,2004,36.50645170283302
632624,2005,36.070947405646855
632624,2006,36.427299448673054
632624,2007,36.66657153083356
632624,2008,36.359581204905815
632624,2009,36.07998038868626
632624,2010,35.20837445939607
632624,2011,35.46450156549193
632624,2012,36.14619317351699
632624,2013,36.2828357703355
632624,2014,36.666571945872626
632624,2015,36.89681725226911
632624,2016,37.905960126833506
632624,2017,36.653932955178696
632624,2018,36.30089810494221
632624,2019,36.99162308663167
632624,2020,36.07998702931126
632624,2021,37.42052252889002
632624,2022,35.21709860629214
632789,2000,5.738397973632817
632789,2001,6.618021790077364
632789,2002,6.082690295936736
632789,2003,6.350207214355472
632789,2004,6.273731414794926
632789,2005,6.503157958984379
632789,2006,7.727669039593872
632789,2007,7.574717647992309
632789,2008,8.312781360988247
